0.085435,0.633409,4.541682,7.688933,10.667132,17.301626,22.317875,19.418889,9.402044,4.149236,2.183351,1.166168,0.295768,0.096545,0.029893,0.010209,0.005385,0.003069,0.002106,0.001247
0.109068,4.462692,9.395300,14.568145,14.743780,14.136133,12.271338,10.625834,7.531459,5.582014,3.311183,1.675980,0.846159,0.442109,0.185450,0.072216,0.024501,0.014070,0.002114,0.000457
0.033077,0.126120,0.554120,2.254283,5.158247,9.417239,16.631551,20.980421,18.074084,12.253688,6.553620,3.424152,1.936378,1.395035,0.790919,0.289927,0.115067,0.011820,0.000252,0.000000
0.289608,0.925015,2.258899,4.337828,6.661210,10.473727,13.322528,13.879958,12.294576,11.210018,9.098678,6.470775,3.872046,2.366042,1.248269,0.649424,0.404489,0.195528,0.030933,0.010450
0.001902,1.000864,6.897509,12.080145,13.717838,15.306093,12.917108,11.168929,8.716901,6.984115,4.418114,3.076221,1.952113,1.065386,0.540982,0.114608,0.026676,0.009674,0.003898,0.000925
0.005478,0.073799,0.851085,2.313751,5.644491,14.644713,27.158689,22.230528,11.454060,7.637123,3.314969,1.972609,1.325818,0.791638,0.334006,0.210155,0.032644,0.004322,0.000121,0.000000
0.069445,0.033547,0.153734,1.177997,5.933270,15.903058,24.764399,21.100385,11.946606,7.290132,4.543797,2.966680,1.916716,1.039985,0.614882,0.350522,0.155727,0.036586,0.002295,0.000239
9.139153,31.568659,28.090013,16.542802,7.467738,3.802769,1.723224,0.786154,0.375312,0.230759,0.130101,0.072823,0.035814,0.021107,0.009639,0.002307,0.000501,0.000331,0.000221,0.000573
0.000552,0.108955,0.306461,3.054364,9.561876,19.397868,22.912030,17.079804,9.933788,6.566431,4.025182,2.546540,2.027739,1.438278,0.594654,0.361030,0.070923,0.012422,0.001103,0.000000
0.030715,0.072718,0.149512,1.934226,7.967125,17.431678,24.263595,18.908696,10.715854,6.931714,4.291276,2.680593,2.062151,1.349127,0.638537,0.435352,0.115008,0.019858,0.002266,0.000000
11.120891,12.551908,12.194420,11.644110,9.880085,9.510117,7.822294,6.426560,4.750908,4.094161,3.186993,2.452050,1.637941,1.217100,0.751693,0.461338,0.193255,0.074395,0.022598,0.007181
0.218377,0.162393,0.539825,1.049689,1.411577,2.130459,2.907175,3.730916,4.292705,5.780209,6.985447,8.379168,8.665236,9.793568,9.239376,8.045617,5.749501,4.569664,2.965100,13.383999
12.937243,14.296796,15.465033,13.622392,9.992863,8.552412,6.580905,4.951162,3.510868,2.782803,2.085415,1.587775,1.057770,0.831672,0.569267,0.381026,0.253723,0.176819,0.125072,0.238983
0.133303,0.568430,1.514891,2.916137,4.248085,6.262559,7.420163,8.283611,7.772470,8.407134,7.967216,7.634397,6.494496,6.289320,5.495571,4.979173,4.285854,4.177423,3.397663,1.752103
0.052812,0.136440,0.290693,0.596692,0.982494,1.846073,2.828277,4.163268,5.334751,7.687439,9.788114,11.140713,10.743708,11.702923,11.177119,9.808427,6.587571,3.718189,1.264941,0.149356
0.049171,0.130325,0.265088,0.508023,0.930480,2.173256,4.290295,5.962347,7.311475,10.254036,13.670055,15.410758,13.980065,11.504641,7.237963,3.957619,1.551764,0.590189,0.163250,0.059200
0.069605,0.235372,0.665550,1.891363,3.768972,6.043785,7.563539,9.297418,10.954535,12.612016,11.982979,10.866408,8.408057,6.655201,4.316588,2.818693,1.190599,0.447937,0.155736,0.055646
0.036666,0.070677,0.202954,0.511549,1.154571,2.552428,4.606421,6.227438,7.700502,11.583158,14.684001,15.215142,12.017990,9.288081,6.275826,4.100296,2.265691,1.098055,0.334518,0.074038
0.048273,0.152218,0.867214,1.364708,1.654075,2.785975,5.095219,8.490424,11.072325,14.203970,14.873586,13.566725,10.409633,7.953135,4.295109,1.968028,0.708957,0.330136,0.116413,0.043877
0.040547,0.174297,1.054339,1.559991,2.378556,4.882647,7.599755,10.650221,10.997444,13.277831,13.719452,12.048805,9.258437,7.069604,3.264986,1.274445,0.456501,0.195187,0.062397,0.034557
0.038581,0.110448,0.394917,0.999891,1.717052,3.021692,5.431835,9.150385,12.236615,16.689589,16.570130,13.109821,8.615886,5.860449,3.686464,1.534513,0.502699,0.207826,0.080032,0.041176
0.039301,0.084011,0.213777,0.623176,1.425685,3.542812,6.429967,9.706500,12.235961,15.100103,14.905622,13.077915,9.813809,7.058491,3.439392,1.446226,0.527775,0.219624,0.080659,0.029192
0.027504,0.051514,0.130380,0.335794,0.803016,2.403285,6.361168,9.288865,11.809069,15.546979,17.062776,15.319524,9.783062,6.037498,3.133857,1.244748,0.416069,0.156279,0.058510,0.030104
